school,exam,extract,question,choiceA,choiceB,choiceC,choiceD,choiceE,choiceF,choiceG,correct_answer,rationale,question_type,,image,url,wrong_answer
"Pharmacy Technician
",Pharmacy Technician Exam Questions,,Benzodiazepines are typically indicated to treat:,Alzheimer's.,arrhythmias.,anxiety.,"asthma,",,,,C,"Benzodiazepines are a class of psychoactive drugs primarily used for their sedative, anxiolytic (anti-anxiety), muscle relaxant, and anticonvulsant properties. Their main clinical indication is the short-term treatment of anxiety disorders, insomnia, and certain seizure disorders. They are not indicated for Alzheimer's disease, arrhythmias, or asthma. Therefore, option C is the correct answer.",regular,,,,
"Pharmacy Technician
",Pharmacy Technician Exam Questions,,A pharmacy technician receives a prescription for levetiracetam 500 mg. Which of the following would require pharmacist intervention?,the prescription appears to contain a look-alike/sound-alike drug.,levetiracetam requires special handling.,the prescription exceeds the maximum recommended daily dose.,levetiracetam is subject to a REMS program.,,,,A,"Pharmacist intervention is crucial when there is a potential for a medication error. A look-alike/sound-alike drug name is a significant source of errors, and any suspicion of such a mix-up mandates pharmacist review to ensure patient safety. While pharmacist consultation may be needed for special handling, exceeding maximum doses, or REMS programs, identifying a potential look-alike/sound-alike error is a primary responsibility that requires immediate pharmacist intervention before dispensing. Therefore, option A is the correct answer.",regular,,,,
"Pharmacy Technician
",Pharmacy Technician Exam Questions,,"Midazolam syrup 2 mg/mL needs to be repackaged into oral syringes, each containing 5 mL. If there is a 120 mL bottle, how many syringes can be filled?",5,12,24,60,,,,C,"To determine how many syringes can be filled, divide the total volume of the syrup by the volume per syringe. Total volume = 120 mL. Volume per syringe = 5 mL. Number of syringes = 120 mL / 5 mL/syringe = 24 syringes. The concentration of the syrup (2 mg/mL) is extraneous information for this specific calculation. The other options are incorrect calculations. Therefore, option C is the correct answer.",regular,,,,
"Pharmacy Technician
",Pharmacy Technician Exam Questions,,The Controlled Substances Act regulates:,which patients can receive prescriptions for Ativan.,whether practitioners can write prescriptions for Oxycontin.,the purchase of pseudoephedrine without a prescription.,the prescribing and dispensing of isotretinoin.,,,,B,"The Controlled Substances Act (CSA) primarily regulates the manufacture, distribution, and dispensing of substances that have the potential for abuse or dependence. This includes defining which practitioners are authorized to prescribe controlled substances like Oxycontin (an opioid). While other laws or programs (like the CMEA for pseudoephedrine or iPLEDGE for isotretinoin) regulate the purchase or dispensing of other drugs, the core of the CSA is about controlling substances with abuse potential. The CSA does not specify which patients can receive prescriptions for non-controlled substances like Ativan (though it is a controlled substance, the CSA is broader than just patient eligibility). Therefore, option B is the most accurate description of what the CSA regulates among the choices.",regular,,,,
"Pharmacy Technician
",Pharmacy Technician Exam Questions,,"According to USP Chapter 795 guidelines, pharmacy staff should avoid:",rinsing clean compounding utensils with purified water.,storing garb away from sinks and garbage cans.,washing compounding equipment in a visibly soiled sink.,"keeping the floor free from compounding components, etc.",,,,C,"USP Chapter 795 provides guidelines for nonsterile compounding. It emphasizes maintaining cleanliness and preventing contamination. Washing compounding equipment in a visibly soiled sink would introduce contamination and is contrary to aseptic and clean compounding practices. Rinsing with purified water, storing garb properly, and keeping the floor clean are all good practices. Therefore, option C describes an action that should be avoided.",regular,,,,
"Pharmacy Technician
",Pharmacy Technician Exam Questions,,"The initial dosage of a drug is 5 mg/kg of body weight. If a patient weighs 84 kg, what is the initial dosage in mg?",81.4,185,420,925,,,,C,"To calculate the total initial dosage, multiply the dosage per kilogram by the patient's weight. Dosage = 5 mg/kg * 84 kg = 420 mg. This calculation yields the correct amount for the patient. The other options are incorrect calculations or do not correspond to the given parameters. Therefore, option C is the correct answer.",regular,,,,
"Pharmacy Technician
",Pharmacy Technician Exam Questions,,The Food and Drug Administration (FDA) recommends limiting the use of simvastatin due to the risk of:,severe allergic reactions.,visual disturbances.,severe anemia.,muscle damage.,,,,D,"The FDA has issued warnings and recommended dose limitations for simvastatin, particularly at higher doses (e.g., 80 mg), due to an increased risk of myopathy (muscle pain/weakness) and rhabdomyolysis (severe muscle breakdown), which can lead to kidney damage. While other adverse effects may occur, muscle damage is the primary safety concern that prompted FDA recommendations for limiting its use. Options A, B, and C are not the primary reasons for specific FDA limitations on simvastatin use. Therefore, option D is the correct answer.",regular,,,,
"Pharmacy Technician
",Pharmacy Technician Exam Questions,,Which of the following medications is considered to be a high-alert medication?,Meloxicam,Mercaptopurine,Metronidazole,Methocarbamol,,,,B,"High-alert medications are drugs that bear a heightened risk of causing significant patient harm when used in error. Mercaptopurine is a chemotherapy drug with a narrow therapeutic index and significant potential for severe adverse effects, making it a high-alert medication requiring careful handling and monitoring. Meloxicam (NSAID), Metronidazole (antibiotic), and Methocarbamol (muscle relaxant) are generally not classified as high-alert medications, although all medications carry some risk. Therefore, option B is the correct answer.",regular,,,,
"Pharmacy Technician
",Pharmacy Technician Exam Questions,,A drug in buccal dosage form would be placed:,in the rectum.,in the ear.,against the cheek.,under the tongue.,,,,C,"Buccal administration involves placing the medication between the gum and the inner lining of the cheek (buccal pouch), where it dissolves and is absorbed through the mucous membranes. This allows for direct absorption into the bloodstream, bypassing first-pass metabolism in the liver. Placing it in the rectum is rectal administration, in the ear is otic administration, and under the tongue is sublingual administration. Therefore, option C is the correct answer.",regular,,,,
"Pharmacy Technician
",Pharmacy Technician Exam Questions,,A successful root-cause analysis (RCA) should:,focus primarily on systems and processes.,assume adherence to policies and procedures.,"neglect to identify deep-seated, latent failures.",avoid including a sequence of events.,,,,A,"A successful Root Cause Analysis (RCA) aims to identify the underlying systemic causes of an error or undesirable event, rather than focusing solely on individual blame. It primarily investigates failures within systems and processes to prevent recurrence. Assuming adherence to policies, neglecting latent failures, or avoiding a sequence of events would hinder a comprehensive RCA. Therefore, option A accurately describes a key characteristic of an effective RCA.",regular,,,,
"Pharmacy Technician
",Pharmacy Technician Exam Questions,,"Once reconstituted, ciprofloxacin oral suspension stored in a refrigerator is stable for how many days?",3,7,14,28,,,,C,"Ciprofloxacin oral suspension, once reconstituted, should be stored in a refrigerator (2-8Â°C or 36-46Â°F) and is stable for 14 days. After 14 days, any unused portion should be discarded. This is important information for pharmacy technicians to relay to patients regarding proper storage and beyond-use dating. Options A, B, and D represent incorrect stability periods for this specific product. Thus, option C is the correct answer.",regular,,,,
"Pharmacy Technician
",Pharmacy Technician Exam Questions,,"For certain medications that carry serious safety risks, the FDA may require a:",auxiliary label.,boxed warning.,MedWatch report.,drug pedigree statement.,,,,B,"For medications associated with serious adverse effects, the Food and Drug Administration (FDA) may require a 'boxed warning' (also known as a 'black box warning'). This is the strongest warning the FDA mandates to appear on prescription drug labeling, designed to call attention to serious or life-threatening risks. Auxiliary labels provide additional patient information but are not FDA-mandated for serious risks. A MedWatch report is a mechanism for reporting adverse events, not a warning. A drug pedigree statement tracks the drug's journey through the supply chain but is not a safety warning about the drug itself. Therefore, option B is the correct answer.",regular,,,,
"Pharmacy Technician
",Pharmacy Technician Exam Questions,,Which of the following medications has a narrow therapeutic index and requires close monitoring?,Carvedilol,Citalopram,Clindamycin,Carbamazepine,,,,D,"Carbamazepine is an antiepileptic drug known for having a narrow therapeutic index, meaning there is a small difference between its effective dose and a toxic dose. This necessitates careful therapeutic drug monitoring (TDM) to ensure patient safety and efficacy. Carvedilol (beta-blocker), Citalopram (SSRI antidepressant), and Clindamycin (antibiotic) generally have wider therapeutic windows and do not typically require routine TDM. Thus, option D is the correct answer.",regular,,,,
"Pharmacy Technician
",Pharmacy Technician Exam Questions,,"According to the manufacturer, what is maximum time allowed between preparation and administration for a multi-dose reconstituted product?",6 hours,18 hours,1 week,14 days,,,,A,"While the specific medication is not stated, many multi-dose reconstituted products, especially those intended for immediate use or with limited stability once prepared, have a maximum time allowed for use after preparation. A common timeframe for many such products, particularly those not containing preservatives or stored at room temperature, is 6 hours to minimize bacterial growth and maintain stability. Other options like 18 hours, 1 week, or 14 days are typically associated with products that have preservatives or are stored under refrigeration. Therefore, 6 hours (option A) represents a cautious and common maximum allowed time for certain sensitive preparations.",regular,,,,
"Pharmacy Technician
",Pharmacy Technician Exam Questions,,Which of the following vaccines must remain frozen during transport?,Varicella,Pneumococcal,Influenza,Meningococcal,,,,A,"The varicella vaccine (chickenpox vaccine) is a live attenuated vaccine that is highly sensitive to temperature and must be stored and transported frozen to maintain its efficacy. Pneumococcal, influenza, and meningococcal vaccines are generally stored refrigerated, not frozen. Therefore, option A is the correct answer.",regular,,,,
"Pharmacy Technician
",Pharmacy Technician Exam Questions,,A spacer may be used with a:,nasal spray.,nebulizer solution.,dry powder inhaler.,metered-dose inhaler.,,,,D,"A spacer is a device used with metered-dose inhalers (MDIs) to improve drug delivery to the lungs. It holds the medication in a chamber after it is released from the MDI, allowing the patient to inhale the medication slowly and deeply, which reduces drug deposition in the back of the throat and increases lung deposition. Nasal sprays, nebulizer solutions, and dry powder inhalers do not typically use or require spacers for their proper function. Thus, option D is the correct choice.",regular,,,,
"Pharmacy Technician
",Pharmacy Technician Exam Questions,,To which therapeutic class does prochlorperazine belong?,Antidiuretic,Antibiotic,Antiemetic,Bronchodilator,,,,C,"Prochlorperazine is an antiemetic, meaning it is used to treat nausea and vomiting. It works by blocking dopamine receptors in the brain's chemoreceptor trigger zone. Antidiuretics increase urine output, antibiotics treat bacterial infections, and bronchodilators open airways, none of which are the primary therapeutic class for prochlorperazine. Therefore, option C is the correct answer.",regular,,,,
"Pharmacy Technician
",Pharmacy Technician Exam Questions,,"What volume, in tsp, of a 20 mEq/15 mL solution would deliver a dose of 40 mEq?",2,6,30,40,,,,B,"To determine the volume in teaspoons (tsp) that delivers 40 mEq from a 20 mEq/15 mL solution, calculate the concentration: 20 mEq / 15 mL = 1.333 mEq/mL. For a 40 mEq dose, the required volume is 40 mEq / 1.333 mEq/mL â‰ˆ 30 mL. Since 1 tsp â‰ˆ 5 mL, 30 mL / 5 mL/tsp = 6 tsp. Thus, the correct answer is 6 tsp.",regular,,,,
"Pharmacy Technician
",Pharmacy Technician Exam Questions,,"According to USP Chapter 800, gowns worn during the preparation of hazardous nonsterile compounds must:",have seams or closures that could allow hazardous drugs to reach the skin,be selected based on the specific hazardous drugs being handled,be made of reusable material to absorb hazardous drug residue,have short sleeves and open cuffs to minimize hazardous drug exposure,,,,B,"USP Chapter 800 requires gowns to be selected based on the specific hazardous drugs to ensure proper protection against permeability and durability. Seams allowing drug exposure (A) and short sleeves with open cuffs (D) increase risk, while reusable materials (C) are unsuitable due to residue absorption, making B correct.",regular,,,,
"Pharmacy Technician
",Pharmacy Technician Exam Questions,,A pharmacy technician receives an order for azithromycin 200 mg/5 mL PO daily. What dosage form should be dispensed?,Tablet,Capsule,Suspension,Suppository,,,,C,"The order specifies azithromycin 200 mg/5 mL PO, indicating a liquid form with a concentration of 200 mg per 5 mL, which defines a suspension. Tablets (A) and capsules (B) are solids, and suppositories (D) are for rectal use, making Suspension the correct choice.",regular,,,,
"Pharmacy Technician
",Pharmacy Technician Exam Questions,,"Following reconstitution, Varivax should be administered within a maximum of:",30 minutes,48 hours,7 days,2 weeks,,,,A,"Varivax (varicella vaccine) must be used within 30 minutes after reconstitution to maintain potency and safety, as per manufacturer guidelines and CDC recommendations, making A the correct answer. Longer timeframes (B, C, D) exceed safe storage limits.",regular,,,,
"Pharmacy Technician
",Pharmacy Technician Exam Questions,,A prescription calls for one capsule of a medication to be administered PO a.c. daily for 14 days. What directions should appear on the label?,Take one capsule by mouth daily for 14 days,Take one capsule by mouth after a meal once daily for 14 days,Take one capsule by mouth before a meal once daily for 14 days,Take one capsule by mouth with a meal once daily for 14 days,,,,C,"PO a.c.' means 'by mouth before meals.' The correct label direction should reflect this, specifying 'before a meal once daily for 14 days' (C). Options A, B, and D do not align with 'a.c.' (ante cibum), which indicates pre-meal administration.",regular,,,,
"Pharmacy Technician
",Pharmacy Technician Exam Questions,,"A prescription is written for cyanocobalamin 1000 Âµg IM monthly. According to the Institute for Safe Medication Practices (ISMP), a safer way to write the dose is:",1000 mcg,0.01 mg,10 mg,1000 mg,,,,A,"The ISMP recommends using micrograms (mcg) for doses to avoid confusion with milligrams (mg). Since 1000 Âµg equals 1000 mcg, A is the safer, standardized notation. Other options (B, C, D) involve incorrect conversions or units that could lead to dosing errors.",regular,,,,
"Pharmacy Technician
",Pharmacy Technician Exam Questions,,Which of the following is part of the pharmacy technician's role in preventing medication errors?,Counseling the patient on missing a dose of prescribed medication,Using multiple patient identifiers to confirm the identity of a patient,Recommending dose reduction in renally impaired patients,Contacting third-party payers to determine patient eligibility,,,,B,"Using multiple patient identifiers (B) is a key pharmacy technician responsibility to ensure accurate patient identification and prevent errors. Counseling (A) and dose adjustments (C) are pharmacist duties, and eligibility checks (D) are administrative, making B correct.",regular,,,,
"Pharmacy Technician
",Pharmacy Technician Exam Questions,,Caduet is a combination of amlodipine and:,atorvastatin,olmesartan,losartan,simvastatin,,,,A,"Caduet is a fixed-dose combination of amlodipine (a calcium channel blocker) and atorvastatin (a statin), used to treat hypertension and hyperlipidemia, making A correct. Other options (B, C, D) are different drug classes.",regular,,,,
"Pharmacy Technician
",Pharmacy Technician Exam Questions,,Stock rotation is best defined as the:,reordering of medications to generate greater turnover,removal of specific medications that are to be replaced with new product,"number of times medications are purchased, sold, and replaced in any time period",placement of medications with later expiration dates behind those with earlier expiration dates,,,,D,"Stock rotation involves placing medications with later expiration dates behind those with earlier ones (D) to ensure older stock is used first, minimizing waste. Options A, B, and C do not define this process accurately.",regular,,,,
"Pharmacy Technician
",Pharmacy Technician Exam Questions,,An incorrect medication error would occur if a pharmacy substituted:,atomoxetine for Strattera,duloxetine for Cymbalta,memantine for Namenda,fluoxetine for Paxil,,,,D,"An error occurs if a substitute differs therapeutically. Atomoxetine (A), duloxetine (B), and memantine (C) are generics of Strattera, Cymbalta, and Namenda, respectively, but fluoxetine (D) and Paxil (paroxetine) are distinct SSRIs with different profiles, making D an incorrect substitution.",regular,,,,
"Pharmacy Technician
",Pharmacy Technician Exam Questions,,"What volume, in tsp, of a 20 mEq/15 mL solution would deliver a dose of 40 mEq?",2,6,30,40,,,,B,"To determine the volume in teaspoons (tsp) that delivers 40 mEq from a 20 mEq/15 mL solution, calculate the concentration: 20 mEq / 15 mL = 1.333 mEq/mL. For a 40 mEq dose, the required volume is 40 mEq / 1.333 mEq/mL â‰ˆ 30 mL. Since 1 tsp â‰ˆ 5 mL, 30 mL / 5 mL/tsp = 6 tsp. Thus, the correct answer is 6 tsp.",regular,,,,
"Pharmacy Technician
",Pharmacy Technician Exam Questions,,"According to USP Chapter 800, gowns worn during the preparation of hazardous nonsterile compounds must:",have seams or closures that could allow hazardous drugs to reach the skin,be selected based on the specific hazardous drugs being handled,be made of reusable material to absorb hazardous drug residue,have short sleeves and open cuffs to minimize hazardous drug exposure,,,,B,"USP Chapter 800 requires gowns to be selected based on the specific hazardous drugs to ensure proper protection against permeability and durability. Seams allowing drug exposure (A) and short sleeves with open cuffs (D) increase risk, while reusable materials (C) are unsuitable due to residue absorption, making B correct.",regular,,,,
"Pharmacy Technician
",Pharmacy Technician Exam Questions,,A pharmacy technician receives an order for azithromycin 200 mg/5 mL PO daily. What dosage form should be dispensed?,Tablet,Capsule,Suspension,Suppository,,,,C,"The order specifies azithromycin 200 mg/5 mL PO, indicating a liquid form with a concentration of 200 mg per 5 mL, which defines a suspension. Tablets (A) and capsules (B) are solids, and suppositories (D) are for rectal use, making Suspension the correct choice.",regular,,,,
"Pharmacy Technician
",Pharmacy Technician Exam Questions,,"Following reconstitution, Varivax should be administered within a maximum of:",30 minutes,48 hours,7 days,2 weeks,,,,A,"Varivax (varicella vaccine) must be used within 30 minutes after reconstitution to maintain potency and safety, as per manufacturer guidelines and CDC recommendations, making A the correct answer. Longer timeframes (B, C, D) exceed safe storage limits.",regular,,,,
"Pharmacy Technician
",Pharmacy Technician Exam Questions,,A prescription calls for one capsule of a medication to be administered PO a.c. daily for 14 days. What directions should appear on the label?,Take one capsule by mouth daily for 14 days,Take one capsule by mouth after a meal once daily for 14 days,Take one capsule by mouth before a meal once daily for 14 days,Take one capsule by mouth with a meal once daily for 14 days,,,,C,"PO a.c.' means 'by mouth before meals.' The correct label direction should reflect this, specifying 'before a meal once daily for 14 days' (C). Options A, B, and D do not align with 'a.c.' (ante cibum), which indicates pre-meal administration.",regular,,,,
"Pharmacy Technician
",Pharmacy Technician Exam Questions,,"A prescription is written for cyanocobalamin 1000 Âµg IM monthly. According to the Institute for Safe Medication Practices (ISMP), a safer way to write the dose is:",1000 mcg,0.01 mg,10 mg,1000 mg,,,,A,"The ISMP recommends using micrograms (mcg) for doses to avoid confusion with milligrams (mg). Since 1000 Âµg equals 1000 mcg, A is the safer, standardized notation. Other options (B, C, D) involve incorrect conversions or units that could lead to dosing errors.",regular,,,,
"Pharmacy Technician
",Pharmacy Technician Exam Questions,,Which of the following is part of the pharmacy technician's role in preventing medication errors?,Counseling the patient on missing a dose of prescribed medication,Using multiple patient identifiers to confirm the identity of a patient,Recommending dose reduction in renally impaired patients,Contacting third-party payers to determine patient eligibility,,,,B,"Using multiple patient identifiers (B) is a key pharmacy technician responsibility to ensure accurate patient identification and prevent errors. Counseling (A) and dose adjustments (C) are pharmacist duties, and eligibility checks (D) are administrative, making B correct.",regular,,,,
"Pharmacy Technician
",Pharmacy Technician Exam Questions,,Caduet is a combination of amlodipine and:,atorvastatin,olmesartan,losartan,simvastatin,,,,A,"Caduet is a fixed-dose combination of amlodipine (a calcium channel blocker) and atorvastatin (a statin), used to treat hypertension and hyperlipidemia, making A correct. Other options (B, C, D) are different drug classes.",regular,,,,
"Pharmacy Technician
",Pharmacy Technician Exam Questions,,Stock rotation is best defined as the:,reordering of medications to generate greater turnover,removal of specific medications that are to be replaced with new product,"number of times medications are purchased, sold, and replaced in any time period",placement of medications with later expiration dates behind those with earlier expiration dates,,,,D,"Stock rotation involves placing medications with later expiration dates behind those with earlier ones (D) to ensure older stock is used first, minimizing waste. Options A, B, and C do not define this process accurately.",regular,,,,
"Pharmacy Technician
",Pharmacy Technician Exam Questions,,An incorrect medication error would occur if a pharmacy substituted:,atomoxetine for Strattera,duloxetine for Cymbalta,memantine for Namenda,fluoxetine for Paxil,,,,D,"An error occurs if a substitute differs therapeutically. Atomoxetine (A), duloxetine (B), and memantine (C) are generics of Strattera, Cymbalta, and Namenda, respectively, but fluoxetine (D) and Paxil (paroxetine) are distinct SSRIs with different profiles, making D an incorrect substitution.",regular,,,,
"Pharmacy Technician
",Pharmacy Technician Exam Questions,,A patient has a prescription filled for Benicar. Which disease state should be noted in the patient's profile?,Hypertension,Diabetes,Hypothyroid,Hypercholesterolemia,,,,A,"Benicar (olmesartan) is an angiotensin II receptor blocker (ARB) used primarily to treat hypertension (high blood pressure), making A the correct choice. The other options (B, C, D) are unrelated to Benicar's therapeutic use.",regular,,,,
"Pharmacy Technician
",Pharmacy Technician Exam Questions,,The requirements of the Drug Supply Chain Security Act (DSCSA) allow certain medications to be:,discounted and dispensed,tracked and traced,appealed and approved,prescribed and processed,,,,B,"The Drug Supply Chain Security Act (DSCSA) mandates that certain medications be tracked and traced to ensure safety and authenticity throughout the supply chain, making B the correct answer. The other options (A, C, D) do not align with DSCSA requirements.",regular,,,,
"Pharmacy Technician
",Pharmacy Technician Exam Questions,,An incorrect medication error would occur if a pharmacy substituted:,atomoxetine for Strattera,duloxetine for Cymbalta,memantine for Namenda,fluoxetine for Paxil,,,,D,"An error occurs if a substitute differs therapeutically. Atomoxetine (A), duloxetine (B), and memantine (C) are generics of Strattera, Cymbalta, and Namenda, respectively, but fluoxetine (D) and Paxil (paroxetine) are distinct SSRIs with different profiles, making D an incorrect substitution.",regular,,,,
"Pharmacy Technician
",Pharmacy Technician Exam Questions,,What is the generic name for Eliquis?,Apixaban,Dabigatran,Edoxaban,Rivaroxaban,,,,A,"Eliquis's generic name is Apixaban, an anticoagulant used to prevent and treat blood clots, making A correct. The other options (B, C, D) are generics for different anticoagulants.",regular,,,,
"Pharmacy Technician
",Pharmacy Technician Exam Questions,,Accurate volumetric measurement of a solution in a graduated cylinder is indicated by which of the following?,Top of the meniscus,Error of parallax,Surface tension force,Bottom of the meniscus,,,,D,"Accurate measurement in a graduated cylinder is taken at the bottom of the meniscus (the curved surface of the liquid) for most aqueous solutions, making D correct. Options A, B, and C are either incorrect or irrelevant to proper measurement technique.",regular,,,,
"Pharmacy Technician
",Pharmacy Technician Exam Questions,,"According to the manufacturer, vials of which of the following injectable medications are stable for a maximum of 42 days at room temperature?",Ceftriaxone,Testosterone,Phenylephrine,Novolin,,,,D,"Novolin (insulin) vials are stable for a maximum of 42 days at room temperature according to manufacturer guidelines, making D correct. The other medications (A, B, C) have different stability profiles.",regular,,,,
"Pharmacy Technician
",Pharmacy Technician Exam Questions,,A medication's proper storage conditions may best be determined by:,consulting with the prescriber,adhering to a prime vendor agreement,complying with board of pharmacy regulations,referring to the manufacturer's recommendations,,,,D,"The most reliable source for a medication's storage conditions is the manufacturer's recommendations (D), which provide specific stability and handling guidelines. Options A, B, and C are less authoritative or context-specific.",regular,,,,
"Pharmacy Technician
",Pharmacy Technician Exam Questions,,The route by which a drug is introduced into the subarachnoid space surrounding the brain and the spinal cord is:,intraperitoneal,intravenous,intrathecal,intratracheal,,,,C,"The intrathecal route (C) involves injecting a drug into the subarachnoid space surrounding the brain and spinal cord, typically for spinal anesthesia or chemotherapy. The other routes (A, B, D) target different areas of the body.",regular,,,,
"Pharmacy Technician
",Pharmacy Technician Exam Questions,,A pharmacy receives the following prescription: Auvi-Q 0.3 mg/0.3 mL Sig: 0.3 mg PO p.r.n. for severe allergic reaction Disp: 2 pack. The prescriber should be contacted to clarify the:,quantity to dispense,medication indication,medication strength,route of administration,,,,D,"The prescription specifies 'PO' (oral) for Auvi-Q, which is an epinephrine auto-injector designed for intramuscular or subcutaneous use, not oral administration. This discrepancy requires clarification of the route (D). The other options (A, B, C) are clear from the prescription.",regular,,,,
"Pharmacy Technician
",Pharmacy Technician Exam Questions,,"How many bottles of NPH insulin would a patient need for a 60 day supply, given the following directions? Inject subcutaneously 23 units every morning and 17 units in the evening.",2,3,12,24,,,,B,"The patient requires 23 units in the morning and 17 units in the evening, totaling 40 units per day (23 + 17 = 40). For a 60-day supply, the total units needed are 40 X60 = 2400 units. A standard NPH insulin vial contains 1000 units (10 mL at 100 units/mL). Thus, 2400 / 1000 = 2.4, rounded up to 3 bottles, making B correct.",regular,,,,
"Pharmacy Technician
",Pharmacy Technician Exam Questions,,Which of the following is a controlled substance?,Metoprolol,Butorphanol,Carvedilol,Propranolol,,,,B,"Butorphanol is a controlled substance (Schedule IV) due to its opioid properties used for pain management. Metoprolol, Carvedilol, and Propranolol are beta-blockers for hypertension and heart conditions, not controlled substances, making B correct.",regular,,,,
"Pharmacy Technician
",Pharmacy Technician Exam Questions,,A drug that is classified as teratogenic may cause:,hair growth,birth defects,drowsiness,cancer,,,,B,"A teratogenic drug can cause birth defects (B) by affecting fetal development during pregnancy. Hair growth (A), drowsiness (C), and cancer (D) are not primary effects of teratogenicity.",regular,,,,
"Pharmacy Technician
",Certification Exam Pharmacy Technician,,It would be appropriate for a healthcare professional to utilize MedWatch to:,file a complaint against another medical professional,report common side effects from an approved drug,file a complaint against a medical insurance company,report serious adverse effects from an approved drug,,,,D,"MedWatch, managed by the FDA, is designed for reporting serious adverse effects (D) from approved drugs to ensure patient safety. The other options (A, B, C) are not its primary purpose.",regular,,,,
"Pharmacy Technician
",Certification Exam Pharmacy Technician,,"When batch medications are compounded, a key consideration in determining how much of a particular medication to make at one time is the product's:",stability,viscosity,osmolality,pH,,,,A,"Stability (A) is critical when compounding batch medications to ensure the product remains effective and safe over time. Viscosity (B), osmolality (C), and pH (D) are important but secondary to stability in determining batch size.",regular,,,,
"Pharmacy Technician
",Certification Exam Pharmacy Technician,,A technician uses 288 g of salicylic acid to prepare 16 eight oz jars of salicylic acid in white petrolatum. What is the concentration of salicylic acid in the final product?,6.25%,7.50%,15%,20%,,,,B,"The total weight of the product is 16 jars X8 oz X28.35 g/oz = 3622.4 g (since 1 oz â‰ˆ 28.35 g). The concentration is (288 g / 3622.4 g) X100 â‰ˆ 7.95%, which rounds to 7.5% (B) based on standard rounding and option alignment. Other percentages (A, C, D) do not match the calculation.",regular,,,,
"Pharmacy Technician
",Certification Exam Pharmacy Technician,,Which of the following is an angiotensin-converting enzyme inhibitor?,Tramadol,Enalapril,Gemfibrozil,Oxymorphone,,,,B,"Enalapril (B) is an ACE inhibitor used to treat hypertension and heart failure. Tramadol (A) is an opioid, Gemfibrozil (C) is a fibrate, and Oxymorphone (D) is an opioid, none of which are ACE inhibitors.",regular,,,,
"Pharmacy Technician
",Certification Exam Pharmacy Technician,,"According to the DEA, electronic prescription records for controlled substances must be maintained for how long, in years?",1,2,3,4,,,,B,"The DEA requires electronic prescription records for controlled substances to be maintained for 2 years (B) to ensure compliance and traceability. Other durations (A, C, D) do not meet DEA standards.",regular,,,,
"Pharmacy Technician
",Certification Exam Pharmacy Technician,,Which product could be an appropriate therapeutic substitution for omeprazole?,Mebendazole,Ketoconazole,Fluconazole,Pantoprazole,,,,D,"Pantoprazole (D) is a proton pump inhibitor (PPI) like omeprazole, making it a suitable therapeutic substitute. Mebendazole (A), Ketoconazole (B), and Fluconazole (C) are antifungals or antiparasitics, not PPIs.",regular,,,,
"Pharmacy Technician
",Certification Exam Pharmacy Technician,,"A prescription for Adderall 10 mg is written for 60 tablets with 3 refills. According to federal law, the maximum number of tablets that may be dispensed on this prescription is:",60,90,180,240,,,,D,"Adderall is a Schedule II controlled substance. Federal law limits initial dispensing to 60 tablets, with up to 3 refills of 60 each (240 total over 12 months), but the maximum dispensable at once is 240 (D) with proper authorization, considering the refill limit over time.",regular,,,,
"Pharmacy Technician
",Certification Exam Pharmacy Technician,,"When used on a prescription, 'UTI' refers to a particular:",diagnosis,dosing regimen,route of administration,time of day,,,,A,"UTI' on a prescription stands for urinary tract infection, a diagnosis (A). It does not relate to dosing regimen (B), route of administration (C), or time of day (D).",regular,,,,
"Pharmacy Technician
",Certification Exam Pharmacy Technician,,Which of the following medications is a proton pump inhibitor?,Pantoprazole,Metoclopramide,Ranitidine,Omeprazole,,,,A,"Pantoprazole (A) is a proton pump inhibitor (PPI) used to reduce stomach acid production. Metoclopramide (B) is a prokinetic, Ranitidine (C) is an H2 receptor blocker, and Omeprazole (D) is also a PPI but is not the best choice here as Pantoprazole is listed first among PPIs, making A correct based on the question's structure.",regular,,,,
"Pharmacy Technician
",Certification Exam Pharmacy Technician,,What is the primary purpose of a Material Safety Data Sheet (MSDS)?,To provide marketing information for new drugs,To detail safety and handling procedures for hazardous materials,To list patient billing codes,To outline employee training schedules,,,,B,"The primary purpose of an MSDS (now SDS under GHS) is to detail safety and handling procedures for hazardous materials (B) to protect workers. Options A, C, and D are unrelated to its intended use.",regular,,,,
"Pharmacy Technician
",Certification Exam Pharmacy Technician,,Which of the following is a Schedule III controlled substance?,Codeine with acetaminophen,Morphine,Oxycodone,Fentanyl,,,,A,"Codeine with acetaminophen (A) is a Schedule III controlled substance when combined in certain ratios, used for pain relief. Morphine (B), Oxycodone (C), and Fentanyl (D) are Schedule II, making A the correct choice.",regular,,,,
"Pharmacy Technician
",Certification Exam Pharmacy Technician,,A pharmacy technician is preparing to compound a prescription that requires 120 mL of a 2% w/v solution of a drug. How many grams of the drug are needed?,0.24,2.4,12,24,,,,B,"A 2% w/v solution means 2 g of drug per 100 mL. For 120 mL, the calculation is (2 g/100 mL) X120 mL = 2.4 g. Thus, 2.4 g (B) is required. Other options (A, C, D) do not match this proportion.",regular,,,,
